episodio,recompensa,passos,sucesso,epsilon
9570,1023.3,8,1,0.05661786337982916
9571,973.3,9,1,0.05660087802081521
9572,1023.3,8,1,0.05658389775740897
9573,1023.3,8,1,0.05656692258808175
9574,1023.3,8,1,0.056549952511305325
9575,1023.3,8,1,0.056532987525551935
9576,985.1,10,1,0.05651602762929427
9577,1025.1,10,1,0.05649907282100548
9578,953.3,9,1,0.05648212309915918
9579,985.1,10,1,0.05646517846222944
9580,945.1,10,1,0.05644823890869077
9581,983.3,8,1,0.056431304437018166
9582,1023.3,8,1,0.05641437504568706
9583,1023.3,8,1,0.05639745073317336
9584,1023.3,8,1,0.056380531497953405
9585,1023.3,8,1,0.05636361733850402
9586,1006.9,12,1,0.05634670825330247
9587,1025.1,10,1,0.05632980424082648
9588,1023.3,8,1,0.05631290529955423
9589,1023.3,8,1,0.056296011427964365
9590,1023.3,8,1,0.05627912262453598
9591,1025.1,10,1,0.056262238887748624
9592,1023.3,8,1,0.0562453602160823
9593,1023.3,8,1,0.05622848660801748
9594,1023.3,8,1,0.056211618062035076
9595,1023.3,8,1,0.05619475457661647
9596,1023.3,8,1,0.05617789615024349
9597,1023.3,8,1,0.05616104278139842
9598,1023.3,8,1,0.056144194468564
9599,1023.3,8,1,0.056127351210223435
9600,1023.3,8,1,0.05611051300486037
9601,1005.1,10,1,0.056093679850958915
9602,1003.3,8,1,0.05607685174700363
9603,1023.3,8,1,0.05606002869147953
9604,973.3,9,1,0.05604321068287209
9605,1023.3,8,1,0.05602639771966723
9606,1023.3,8,1,0.05600958980035133
9607,1023.3,8,1,0.05599278692341123
9608,1023.3,8,1,0.05597598908733421
9609,1023.3,8,1,0.05595919629060801
9610,1023.3,8,1,0.05594240853172083
9611,985.1,10,1,0.05592562580916132
9612,1023.3,8,1,0.055908848121418574
9613,1023.3,8,1,0.05589207546698215
9614,985.1,10,1,0.055875307844342054
9615,1025.1,10,1,0.05585854525198875
9616,983.3,8,1,0.05584178768841316
9617,985.1,10,1,0.055825035152106635
9618,983.3,8,1,0.055808287641561004
9619,1025.1,10,1,0.05579154515526854
9620,1025.1,10,1,0.05577480769172196
9621,1023.3,8,1,0.055758075249414445
9622,1023.3,8,1,0.05574134782683962
9623,1023.3,8,1,0.05572462542249157
9624,1023.3,8,1,0.05570790803486483
9625,1023.3,8,1,0.05569119566245437
9626,1023.3,8,1,0.05567448830375563
9627,1023.3,8,1,0.055657785957264505
9628,1023.3,8,1,0.055641088621477326
9629,1023.3,8,1,0.05562439629489088
9630,1023.3,8,1,0.055607708976002417
9631,1023.3,8,1,0.05559102666330962
9632,1025.1,10,1,0.05557434935531062
9633,1023.3,8,1,0.05555767705050403
9634,1023.3,8,1,0.05554100974738888
9635,1023.3,8,1,0.05552434744446467
